SEQ,TAX
Otu005299,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005300,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005301,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005302,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium_IV
Otu005303,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae
Otu005304,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu005305,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu005306,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005307,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005308,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005309,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005310,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005311,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005312,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005313,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005314,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005315,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
Otu005316,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005317,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu005318,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005319,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005320,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005321,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
Otu005322,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005323,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005324,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005325,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005326,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005327,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005328,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005329,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu005330,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
Otu005331,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
Otu005332,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu005333,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005334,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005335,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
Otu005336,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005337,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005338,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005339,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu005340,Bacteria;Firmicutes
Otu005341,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005342,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005343,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005344,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005345,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005346,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005347,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005348,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005349,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005350,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2
Otu005351,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella
Otu005352,Bacteria
Otu005353,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005354,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu005355,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005356,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005357,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005358,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005359,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005360,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu005361,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005362,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005363,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005364,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005365,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005366,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005367,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005368,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005369,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005370,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu005371,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
Otu005372,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005373,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005374,Bacteria;Firmicutes
Otu005375,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005376,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005377,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005378,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005379,Bacteria;Proteobacteria;Gammaproteobacteria
Otu005380,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005381,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005382,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005383,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005384,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005385,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005386,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005387,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005388,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005389,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu005390,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005391,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005392,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005393,Bacteria;Firmicutes;Clostridia
Otu005394,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005395,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005396,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005397,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005398,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium
Otu005399,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005400,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005401,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005402,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae
Otu005403,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005404,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005405,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005406,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium
Otu005407,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005408,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005409,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
Otu005410,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005411,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005412,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005413,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu005414,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005415,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
Otu005416,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005417,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005418,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005419,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005420,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005421,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005422,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005423,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005424,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005425,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005426,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2
Otu005427,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005428,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu005429,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu005430,Bacteria
Otu005431,Bacteria
Otu005432,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005433,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005434,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005435,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
Otu005436,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005437,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae
Otu005438,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005439,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005440,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005441,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu005442,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005443,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
Otu005444,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005445,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005446,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
Otu005447,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005448,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005449,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005450,Bacteria
Otu005451,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu005452,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005453,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005454,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu005455,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005456,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005457,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005458,Bacteria;Proteobacteria;Gammaproteobacteria
Otu005459,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae
Otu005460,Bacteria
Otu005461,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005462,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005463,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005464,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005465,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005466,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005467,Bacteria;Proteobacteria;Betaproteobacteria
Otu005468,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005469,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005470,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005471,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005472,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005473,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu005474,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu005475,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005476,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005477,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005478,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005479,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005480,Bacteria;Proteobacteria;Betaproteobacteria
Otu005481,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
Otu005482,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005483,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005484,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005485,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005486,Bacteria;Proteobacteria
Otu005487,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005488,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005489,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005490,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005491,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005492,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005493,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005494,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005495,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005496,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005497,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005498,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005499,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005500,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005501,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella
Otu005502,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu005503,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005504,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005505,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae
Otu005506,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu005507,Bacteria;Proteobacteria;Betaproteobacteria
Otu005508,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
Otu005509,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu005510,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005511,Bacteria;Proteobacteria;Betaproteobacteria
Otu005512,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
Otu005513,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
Otu005514,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005515,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005516,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005517,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu005518,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae
Otu005519,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005520,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005521,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005522,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005523,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005524,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005525,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Otu005526,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005527,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005528,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu005529,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005530,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005531,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu005532,Bacteria;Proteobacteria
Otu005533,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005534,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005535,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005536,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005537,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005538,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005539,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005540,Bacteria;Proteobacteria
Otu005541,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu005542,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005543,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005544,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005545,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005546,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005547,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005548,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005549,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005550,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005551,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005552,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu005553,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu005554,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005555,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu005556,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005557,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu005558,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005559,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005560,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005561,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005562,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu005563,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005564,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005565,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005566,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005567,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005568,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005569,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005570,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu005571,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae
Otu005572,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005573,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005574,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005575,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu005576,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu005577,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005578,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005579,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu005580,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu005581,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005582,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005583,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005584,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu005585,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu005586,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005587,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005588,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005589,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005590,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005591,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005592,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005593,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu005594,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu005595,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu005596,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005597,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu005598,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
