BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,linear regression,0.3773069036226931,0.0007179042911104743,
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,ridge regression,0.4677164940322834,1.7954175655092554e-05,
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,ard regression,0.5704032809295967,6.109025389527776e-08,
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,svr,0.4140571369555697,2.2203027154451504e-17,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,decision tree,0.1748163817608647,0.0005698760011146423,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,random forest,0.4259153095264974,2.1312334509950767e-18,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
28,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,linear regression,0.6027433273654511,6.622297699028523e-09,
28,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,ridge regression,0.625216888374783,1.2146824905274876e-09,
28,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,ard regression,0.5977706504022293,9.470227492798153e-09,
28,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,svr,0.43125416102905995,7.196483254574777e-19,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
28,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,decision tree,0.14565079048065827,0.004185007908444271,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
28,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,random forest,0.4142022865021778,2.158718760256022e-17,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
29,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,linear regression,0.3343958883061353,0.002954899159156557,
29,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,ridge regression,0.3921078921078921,0.0004206001559799362,
29,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,ard regression,0.47421000052579,1.3205442297322495e-05,
29,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,svr,0.4818155217499777,9.002478510721892e-24,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
29,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,decision tree,0.10106677099665844,0.04751262134345946,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
29,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,random forest,0.44846901859502775,1.8997908277105037e-20,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
30,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA,linear regression,0.2736790909443664,0.016021763185517082,
30,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA,ridge regression,0.306114937693885,0.006778416223558608,
30,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA,ard regression,0.46803196803196795,1.769075225757662e-05,
30,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA,svr,0.3604474805477461,2.960183055903105e-13,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
30,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA,decision tree,0.12232711010333942,0.016330157171085966,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
30,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA,random forest,0.4522813189665687,8.257668011400653e-21,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
31,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,linear regression,0.2572444479552902,0.02391177269359034,
31,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,ridge regression,0.2990430622009569,0.008243700894393503,
31,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,ard regression,0.3309322256690677,0.0032849479324438768,
31,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,svr,0.4093792107902861,5.4570117241941167e-17,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
31,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,decision tree,0.09437912064725262,0.06431905423890742,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
31,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,random forest,0.4217589707759841,4.897293894454109e-18,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
32,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA,linear regression,0.2612061940592996,0.0217574004924498,
32,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA,ridge regression,0.2457542457542457,0.031211204857761236,
32,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA,ard regression,0.281691992218308,0.013068844739799235,
32,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA,svr,0.22910230000664106,5.592521300335258e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
32,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA,decision tree,0.0474618234042576,0.3530116157342271,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
32,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA,random forest,0.2190988252490359,1.4387058690354739e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
33,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,linear regression,0.5332597222611248,5.939148480410068e-07,
33,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,ridge regression,0.5663809874336191,7.921995564072918e-08,
33,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,ard regression,0.5981387034018613,9.224708614942508e-09,
33,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,svr,0.4142841236562479,2.1247402475542587e-17,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
33,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,decision tree,0.181607661765722,0.00034144361000744124,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
33,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,random forest,0.3762956037748552,2.1363612444600706e-14,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
34,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea,linear regression,0.20676691729323304,0.07119255115234056,
34,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea,ridge regression,0.22251432777748567,0.05176546594705333,
34,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea,ard regression,0.19180819180819167,0.09469480360887346,
34,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea,svr,0.2431694321004912,1.3757890911009288e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
34,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea,decision tree,0.02432302552517868,0.6342376906152607,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
34,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea,random forest,0.2291904506771948,5.545083999199706e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
35,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,linear regression,0.1254534938745465,0.27697234802695114,
35,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,ridge regression,0.2115516062884484,0.06475314844022981,
35,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,ard regression,0.3086913086913087,0.006304632363312575,
35,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,svr,0.2255303196548003,7.875661510530023e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
35,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,decision tree,0.04765494404623713,0.3510539119725036,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
35,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,random forest,0.16762449197395834,0.000960917503631332,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
36,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,linear regression,0.06264787843735213,0.5883191428491579,
36,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,ridge regression,0.12963352437036646,0.2611518443180496,
36,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,ard regression,0.12332404437667595,0.28527289389458504,
36,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,svr,0.1801784174027128,0.00038089244538053977,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
36,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,decision tree,0.13629201962312915,0.007405122020197858,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
36,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,random forest,0.13420200899461918,0.008373946103303168,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
37,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,linear regression,0.2794310952205689,0.013849979189808766,
37,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,ridge regression,0.2400494242599505,0.03548114850184934,
37,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,ard regression,0.1828434723171565,0.11146299983823872,
37,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,svr,0.35445057103196004,7.711174769720465e-13,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
37,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,decision tree,0.030700684049388006,0.5481239186751106,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
37,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,random forest,0.3044358322756347,1.064552344169319e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
38,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas,linear regression,0.11786974781885985,0.30727828956448155,
38,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas,ridge regression,0.17524580682475416,0.12739708218035492,
38,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas,ard regression,0.2442294547557705,0.03230782787577797,
38,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas,svr,0.09182829973408067,0.07190061986783343,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
38,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas,decision tree,-0.04181478062575298,0.4132685175711026,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
38,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas,random forest,0.1671721548486001,0.0009923418738828976,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
39,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter,linear regression,0.16011725194396473,0.16421480301037325,
39,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter,ridge regression,0.3192596876807403,0.004652787942326496,
39,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter,ard regression,0.32259845417740146,0.004217545953363281,
39,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter,svr,0.3845756773244328,5.10383153378014e-15,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
39,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter,decision tree,0.1931353937621937,0.00013716236105736377,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
39,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter,random forest,0.2045114171850475,5.28702190137247e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
40,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,linear regression,0.28667762079374537,0.0114800488457805,
40,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,ridge regression,0.3514643251485356,0.0017227379997614596,
40,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,ard regression,0.3823807771176192,0.000599360144196037,
40,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,svr,0.28885439764338305,7.795778096274653e-09,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
40,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,decision tree,0.07005596391619885,0.17012148697252244,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
40,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,random forest,0.21793323174647414,1.6016755672380702e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
41,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA,linear regression,0.30784094646103544,0.0064576764174879365,
41,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA,ridge regression,0.3671065776328934,0.0010229874683634961,
41,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA,ard regression,0.5447973079552026,3.0171935153047837e-07,
41,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA,svr,0.2461429809463825,1.0114543268259504e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
41,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA,decision tree,0.08553790162605328,0.09374008728527344,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
41,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA,random forest,0.21782200496537826,1.6181115301822055e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,linear regression,0.3865608076134392,0.0005154249957942063,
42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,ridge regression,0.4389294915610704,6.517684744277551e-05,
42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,ard regression,0.4217887375782112,0.00013316212673071542,
42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,svr,0.2420450749106621,1.543922081542371e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,decision tree,0.06912089706472484,0.1759089922774594,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,random forest,0.2549433403334329,3.9759638899028156e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,linear regression,0.2952836637047163,0.00913035186670778,
43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,ridge regression,0.27109732372890266,0.017088215839253372,
43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,ard regression,0.2385772122614228,0.03665909734078685,
43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,svr,0.09830834148593996,0.0539363140815304,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,decision tree,0.06155110705586789,0.2282281492072057,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,random forest,0.1701992697649735,0.0007988606154160648,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
44,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia,linear regression,0.31335975446122444,0.005520070864696964,
44,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia,ridge regression,0.3904516536095483,0.0004470895521060693,
44,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia,ard regression,0.3368210736631789,0.002741787736924572,
44,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia,svr,0.19345075094756284,0.00013368097630212067,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
44,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia,decision tree,0.11015011353641528,0.03070671292453321,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
44,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia,random forest,0.2930838130115184,4.594708595760353e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
45,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,linear regression,0.3420286426058585,0.002330000331661377,
45,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,ridge regression,0.4530206635469794,3.517951584673844e-05,
45,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,ard regression,0.471843945528156,1.4780150112228656e-05,
45,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,svr,0.345167785911721,3.263213629613529e-12,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
45,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,decision tree,0.03830723880896805,0.4535719370466133,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
45,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,random forest,0.3840742867384168,5.5725156216665965e-15,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
46,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA,linear regression,0.3896103896103896,0.0004611207622932749,
46,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA,ridge regression,0.3947631316052368,0.00038111446529360464,
46,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA,ard regression,0.4030969030969031,0.00027818542707605564,
46,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA,svr,0.1903751189451603,0.00017147868161823096,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
46,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA,decision tree,-0.010610947216251743,0.8355954431743486,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
46,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA,random forest,0.3044812831287593,1.058201933205623e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
47,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,linear regression,0.304808476062958,0.0070304377102774615,
47,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,ridge regression,0.3162626846837373,0.005076940150059921,
47,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,ard regression,0.31744571218255424,0.004905584995776364,
47,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,svr,0.27972813229487165,2.368816515290509e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
47,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,decision tree,0.1578558504984198,0.0018913393970000961,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
47,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,random forest,0.4071761458396824,8.29410170506101e-17,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
48,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,linear regression,0.4426713288493028,5.547828494600243e-05,
48,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,ridge regression,0.4835427730164572,8.398339313575855e-06,
48,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,ard regression,0.5873600084126399,1.964167260816737e-08,
48,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,svr,0.4538884739845594,5.793557119838227e-21,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
48,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,decision tree,0.16440871170854646,0.0012058202960129574,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
48,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,random forest,0.3843489385996447,5.310786702193326e-15,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
49,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,linear regression,0.2751721962248278,0.01543156437228185,
49,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,ridge regression,0.3468373731531626,0.001999970678986048,
49,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,ard regression,0.28387402071612594,0.012351452909374885,
49,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,svr,0.4076932531760632,7.519937948637325e-17,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
49,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,decision tree,0.07898104327320149,0.12183949204969635,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
49,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,random forest,0.38442379178255615,5.241570909456846e-15,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
