BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
60,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Marinilabiaceae,random forest,0.155487249274991,0.3724415502138916,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
61,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,linear regression,0.0,1.0,
61,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,ridge regression,0.0,1.0,
61,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,ard regression,-0.6071428571428572,0.1482311614811614,
61,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,svr,-0.33966510210660233,0.045901025881927335,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
61,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,decision tree,-0.2636899773255201,0.125870877596828,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
61,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,random forest,0.013619813226970024,0.9381040148630664,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
62,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,linear regression,0.03571428571428572,0.9394082054712856,
62,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,ridge regression,0.03571428571428572,0.9394082054712856,
62,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,ard regression,0.7500000000000002,0.05218140045705776,
62,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,svr,-0.03001827111083195,0.8640828095975215,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
62,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,decision tree,-0.3791143471527682,0.02470393905723493,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
62,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,random forest,-0.05229218836535977,0.7654485601910472,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
63,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,linear regression,-0.2142857142857144,0.6445115810207203,
63,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,ridge regression,-0.2142857142857144,0.6445115810207203,
63,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,ard regression,0.10714285714285716,0.8191508555699912,
63,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,svr,-0.2598333192456337,0.13170969056494375,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
63,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,decision tree,-0.01909978349587704,0.9132802864906014,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
63,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,random forest,-0.059743409029273976,0.7331673624910662,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
64,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,linear regression,-0.6785714285714287,0.0937502539598313,
64,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,ridge regression,-0.6785714285714287,0.0937502539598313,
64,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,ard regression,0.0,1.0,
64,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,svr,-0.3962425375588177,0.01845109021014077,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
64,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,decision tree,0.03712281030820863,0.8323268459223274,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
64,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,random forest,0.2255872260132885,0.19257669050132045,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
65,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,linear regression,0.14285714285714288,0.7599453002180929,
65,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,ridge regression,0.14285714285714288,0.7599453002180929,
65,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,ard regression,0.6428571428571429,0.11939237342741095,
65,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,svr,-0.6254826391327746,5.875731711002026e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
65,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,decision tree,-0.2682242658430136,0.1192546846864476,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
65,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,random forest,-0.3973634998807576,0.018092817140296164,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
66,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1,linear regression,-0.6071428571428572,0.1482311614811614,
66,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1,ridge regression,-0.6071428571428572,0.1482311614811614,
66,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1,ard regression,-0.3214285714285715,0.4820720382996776,
66,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1,svr,0.08019070172918441,0.6470071706395255,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
66,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1,decision tree,-0.12042950649400234,0.490753993513124,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
66,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1,random forest,0.015286459117818929,0.9305471285800996,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
67,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22,linear regression,-0.5357142857142858,0.2152174556780128,
67,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22,ridge regression,-0.5357142857142858,0.2152174556780128,
67,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22,ard regression,0.1785714285714286,0.7016579425162729,
67,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22,svr,-0.2437965564808596,0.1581450031953711,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
67,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22,decision tree,0.06182738989761676,0.7242161743328197,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
67,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22,random forest,-0.022706573430162903,0.8969843578711281,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
68,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],linear regression,0.1785714285714286,0.7016579425162729,
68,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],ridge regression,0.1785714285714286,0.7016579425162729,
68,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],ard regression,-0.03571428571428572,0.9394082054712856,
68,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],svr,0.09076255059649747,0.6040885625622232,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
68,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],decision tree,-0.06872104518094674,0.6948673352450303,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
68,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],random forest,-0.32894019572292515,0.05367649366844117,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
69,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],linear regression,-0.14285714285714288,0.7599453002180929,
69,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],ridge regression,-0.14285714285714288,0.7599453002180929,
69,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],ard regression,0.2857142857142857,0.5345092286010406,
69,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],svr,-0.09838135233681848,0.5739381779130008,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
69,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],decision tree,-0.2272152460568587,0.18930051291667066,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
69,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],random forest,0.2722558439826506,0.11359339420750902,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
70,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae],linear regression,0.3571428571428572,0.4316113520383278,
70,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae],ridge regression,0.3571428571428572,0.4316113520383278,
70,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae],ard regression,0.4285714285714287,0.337368311085824,
70,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae],svr,0.13125799263365528,0.4522965029515573,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
70,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae],decision tree,-0.052901143749090704,0.7627949040973184,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
70,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae],random forest,0.26252723478206863,0.12761058695481753,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
71,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__,linear regression,-0.3571428571428572,0.4316113520383278,
71,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__,ridge regression,-0.39285714285714296,0.3833168704269727,
71,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__,ard regression,-0.10714285714285716,0.8191508555699912,
71,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__,svr,-0.09952344422631076,0.5694778119194036,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
71,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__,decision tree,-0.105844295203417,0.5450821267658732,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
71,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__,random forest,-0.12613878359999764,0.4702716390235009,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
72,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,linear regression,0.0,1.0,
72,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,ridge regression,-0.14285714285714288,0.7599453002180929,
72,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,ard regression,-0.2142857142857144,0.6445115810207203,
72,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,svr,-0.1793201131578596,0.3026680031612465,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
72,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,decision tree,-0.08094269501569054,0.6439148525208914,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
72,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,random forest,0.5002456323277897,0.0022118325471649834,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
73,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae,linear regression,0.5714285714285715,0.1802019889115274,
73,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae,ridge regression,0.5714285714285715,0.1802019889115274,
73,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae,ard regression,0.14285714285714288,0.7599453002180929,
73,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae,svr,-0.3750177047649795,0.026433864401694332,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
73,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae,decision tree,0.00820476890623815,0.9626902152374196,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
73,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae,random forest,-0.3812065460391305,0.023857181733771163,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
74,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__,linear regression,-0.8571428571428573,0.01369732661532562,
74,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__,ridge regression,-0.8571428571428573,0.01369732661532562,
74,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__,ard regression,0.2857142857142857,0.5345092286010406,
74,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__,svr,-0.362374861306466,0.032412139429263416,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
74,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__,decision tree,0.4883819473477713,0.002914915850206838,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
74,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__,random forest,-0.04771940399510294,0.7854574664162971,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
75,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae,linear regression,-0.3214285714285715,0.4820720382996776,
75,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae,ridge regression,-0.3214285714285715,0.4820720382996776,
75,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae,ard regression,0.5,0.25316999510032273,
75,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae,svr,-0.4896138120599327,0.002833840351332061,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
75,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae,decision tree,0.09982438860616497,0.5683051256254199,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
75,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae,random forest,-0.3363965940191669,0.048168203989677,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
76,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,linear regression,0.10714285714285716,0.8191508555699912,
76,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,ridge regression,0.10714285714285716,0.8191508555699912,
76,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,ard regression,0.03571428571428572,0.9394082054712856,
76,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,svr,-0.11592378644388587,0.5072352772887112,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
76,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,decision tree,-0.12642067376262067,0.4692721527060014,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
76,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,random forest,-0.1299743408629606,0.4567686783085797,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
77,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],linear regression,0.39285714285714296,0.3833168704269727,
77,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],ridge regression,0.3571428571428572,0.4316113520383278,
77,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],ard regression,0.5357142857142858,0.2152174556780128,
77,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],svr,0.023128687742734185,0.8950797703348063,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
77,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],decision tree,-0.23573642693870125,0.17279124327274972,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
77,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],random forest,-0.1517106955550746,0.3843069342021562,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
78,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,linear regression,0.39285714285714296,0.3833168704269727,
78,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,ridge regression,0.39285714285714296,0.3833168704269727,
78,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,ard regression,0.3214285714285715,0.4820720382996776,
78,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,svr,0.28832033115407835,0.09302337887116097,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
78,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,decision tree,0.2148372039941886,0.2152091718641529,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
78,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,random forest,-0.2800425211598737,0.10323377215750952,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
79,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,linear regression,-0.2142857142857144,0.6445115810207203,
79,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,ridge regression,-0.2142857142857144,0.6445115810207203,
79,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,ard regression,0.7142857142857144,0.07134356146753759,
79,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,svr,0.06827425129740003,0.6967568757436098,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
79,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,decision tree,0.04423667685612998,0.8007886265047933,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
79,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,random forest,-0.02412344588621429,0.8905937025305077,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
80,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__,linear regression,0.14285714285714288,0.7599453002180929,
80,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__,ridge regression,-0.07142857142857144,0.8790481931481541,
80,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__,ard regression,-0.4285714285714287,0.337368311085824,
80,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__,svr,-0.3108620244719942,0.06912160713738215,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
80,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__,decision tree,0.2409822194171535,0.1631533683738157,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
80,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__,random forest,-0.05088668265154628,0.7715833441807265,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
81,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__,linear regression,-0.07142857142857144,0.8790481931481541,
81,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__,ridge regression,-0.07142857142857144,0.8790481931481541,
81,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__,ard regression,0.39285714285714296,0.3833168704269727,
81,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__,svr,-0.2231418327484136,0.19757206725324875,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
81,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__,decision tree,-0.12030603200669468,0.4912019559827555,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
81,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__,random forest,-0.25863892422066914,0.1335579135979084,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
82,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,linear regression,-0.1785714285714286,0.7016579425162729,
82,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,ridge regression,-0.1785714285714286,0.7016579425162729,
82,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,ard regression,-0.2857142857142857,0.5345092286010406,
82,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,svr,0.07306646972829046,0.6765857896829275,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
82,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,decision tree,0.3407719432498645,0.04515299628318428,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
82,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,random forest,-0.2226273327726309,0.19863448002623896,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
83,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,linear regression,0.2857142857142857,0.5345092286010406,
83,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,ridge regression,0.2857142857142857,0.5345092286010406,
83,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,ard regression,0.07142857142857144,0.8790481931481541,
83,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,svr,-0.2081202323930577,0.2302438157386769,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
83,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,decision tree,-0.2550698705273051,0.13919469491190806,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
83,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,random forest,-0.20465727827431687,0.2382666929685145,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
84,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__,linear regression,0.5714285714285715,0.1802019889115274,
84,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__,ridge regression,0.5714285714285715,0.1802019889115274,
84,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__,ard regression,0.1785714285714286,0.7016579425162729,
84,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__,svr,-0.027199450481486483,0.876743537993759,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
84,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__,decision tree,0.08190048928679758,0.6399847496692885,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
84,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__,random forest,0.08388283235643695,0.6318812602497028,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
85,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae,linear regression,-0.2857142857142857,0.5345092286010406,
