BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,decision tree,0.004426903959845862,0.9310052763655776,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,random forest,0.2190598019859757,1.4438973125878159e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
28,k__Bacteria;p__Firmicutes,linear regression,0.5634102739365897,9.577053791867027e-08,
28,k__Bacteria;p__Firmicutes,ridge regression,0.6068668173931331,4.899517347266063e-09,
28,k__Bacteria;p__Firmicutes,ard regression,0.5686155949313844,6.859916856994054e-08,
28,k__Bacteria;p__Firmicutes,svr,0.4190956279369149,8.296101962895837e-18,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
28,k__Bacteria;p__Firmicutes,decision tree,0.2313964977079849,4.475554103434909e-06,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
28,k__Bacteria;p__Firmicutes,random forest,0.4093905992905925,5.4451709600706605e-17,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
29,k__Bacteria;p__Firmicutes;NA,linear regression,0.4216835795783164,0.00013373145117393247,
29,k__Bacteria;p__Firmicutes;NA,ridge regression,0.4435038645564961,5.351108091133729e-05,
29,k__Bacteria;p__Firmicutes;NA,ard regression,0.4753930280246069,1.2478254092148013e-05,
29,k__Bacteria;p__Firmicutes;NA,svr,0.3888895255979861,2.381812115197412e-15,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
29,k__Bacteria;p__Firmicutes;NA,decision tree,0.11989902885599428,0.01860086878839725,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
29,k__Bacteria;p__Firmicutes;NA,random forest,0.4568929497257958,2.971817650514804e-21,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
30,k__Bacteria;p__Firmicutes;NA;NA,linear regression,0.5488984699511015,2.3571054522180143e-07,
30,k__Bacteria;p__Firmicutes;NA;NA,ridge regression,0.5230558914769441,1.0590085598735963e-06,
30,k__Bacteria;p__Firmicutes;NA;NA,ard regression,0.5124612229875387,1.893098722205989e-06,
30,k__Bacteria;p__Firmicutes;NA;NA,svr,0.3793131764313616,1.273850478621499e-14,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
30,k__Bacteria;p__Firmicutes;NA;NA,decision tree,0.2252812270939274,8.064285224119015e-06,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
30,k__Bacteria;p__Firmicutes;NA;NA,random forest,0.4496530188340013,1.468289292709777e-20,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
31,k__Bacteria;p__Firmicutes;NA;NA;NA,linear regression,0.3791521525138608,0.0006725237159145993,
31,k__Bacteria;p__Firmicutes;NA;NA;NA,ridge regression,0.4580945370419055,2.7986084722253728e-05,
31,k__Bacteria;p__Firmicutes;NA;NA;NA,ard regression,0.48138703401861294,9.33486112286768e-06,
31,k__Bacteria;p__Firmicutes;NA;NA;NA,svr,0.314063523752466,2.928721452207478e-10,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
31,k__Bacteria;p__Firmicutes;NA;NA;NA,decision tree,0.08171613971350483,0.10940990580921924,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
31,k__Bacteria;p__Firmicutes;NA;NA;NA,random forest,0.4848370307682885,4.312718732629149e-24,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
32,k__Bacteria;p__Firmicutes;c__Bacilli,linear regression,0.3282791437524485,0.0035596075915161327,
32,k__Bacteria;p__Firmicutes;c__Bacilli,ridge regression,0.4196067090803932,0.00014544627668212814,
32,k__Bacteria;p__Firmicutes;c__Bacilli,ard regression,0.4300173510699826,9.49497638990592e-05,
32,k__Bacteria;p__Firmicutes;c__Bacilli,svr,0.35704064427070537,5.112216482741519e-13,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
32,k__Bacteria;p__Firmicutes;c__Bacilli,decision tree,0.08276637082717045,0.10491131578296503,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
32,k__Bacteria;p__Firmicutes;c__Bacilli,random forest,0.2207675705068772,1.2325769213579891e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
33,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,linear regression,0.3566635338421467,0.001452912716429995,
33,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,ridge regression,0.41098375308901625,0.0002049328901639363,
33,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,ard regression,0.3696040801303959,0.0009390136937148264,
33,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,svr,0.3305046974992295,2.896788732715624e-11,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
33,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,decision tree,0.01465908060391618,0.7743327947743419,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
33,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,random forest,0.2371290503530052,2.539254781179896e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
34,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,linear regression,0.3831431726168568,0.0005831787040317673,
34,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,ridge regression,0.3340869656659129,0.002983082490948631,
34,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,ard regression,0.33356117566643884,0.0030316037358435128,
34,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,svr,0.2595797708287791,2.397052738710573e-07,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
34,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,decision tree,0.11360271303145253,0.02581265971332136,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
34,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,random forest,0.4008247772837038,2.725574834418478e-16,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
35,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,linear regression,0.2857293083906051,0.01176861903477034,
35,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,ridge regression,0.2780640412219359,0.014341627048581641,
35,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,ard regression,0.1624953993375046,0.15795804235483082,
35,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,svr,0.2327727246922509,3.911333822863756e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
35,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,decision tree,0.01797130752177629,0.7252100367494101,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
35,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,random forest,0.1916823586694434,0.00015433059445850677,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
36,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,linear regression,0.6101792943898207,3.8341841086243105e-09,
36,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,ridge regression,0.6464062253535937,2.1576304137052408e-10,
36,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,ard regression,0.5529996319470003,1.8353287162082863e-07,
36,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,svr,0.310313279560832,4.868753908092094e-10,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
36,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,decision tree,0.005618935036169671,0.9124935687535856,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
36,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,random forest,0.2810371550941565,2.0247098506394863e-08,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
37,k__Bacteria;p__Firmicutes;c__Clostridia,linear regression,0.4863031705136968,7.327321522885747e-06,
37,k__Bacteria;p__Firmicutes;c__Clostridia,ridge regression,0.4955833640044167,4.591425313038135e-06,
37,k__Bacteria;p__Firmicutes;c__Clostridia,ard regression,0.4771281350228718,1.1479154580940885e-05,
37,k__Bacteria;p__Firmicutes;c__Clostridia,svr,0.4182076525160885,9.879748430653756e-18,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
37,k__Bacteria;p__Firmicutes;c__Clostridia,decision tree,0.14022426183494135,0.005849836498033639,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
37,k__Bacteria;p__Firmicutes;c__Clostridia,random forest,0.4322975494397291,5.807530565347232e-19,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
38,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,linear regression,0.5924246308072035,1.3818227985045031e-08,
38,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,ridge regression,0.6021872863978127,6.894648834311835e-09,
38,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,ard regression,0.6102844523897155,3.8042804452487215e-09,
38,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,svr,0.4313511124434636,7.054729811475553e-19,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
38,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,decision tree,0.1446492088170317,0.0044555935857108105,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
38,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,random forest,0.4858677356504461,3.349628656231713e-24,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
39,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,linear regression,0.3332457016667543,0.0030610538631967274,
39,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,ridge regression,0.3743887691256112,0.0007953844658468074,
39,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,ard regression,0.2812976497187023,0.013202275048162284,
39,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,svr,0.2812552341038385,1.9722941458356883e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
39,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,decision tree,0.14153582195659298,0.0054004788771612605,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
39,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,random forest,0.39480201352721866,8.227948920937027e-16,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,linear regression,0.3378200746621799,0.002658078174302873,
40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,ridge regression,0.37023502812976494,0.0009188139046608344,
40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,ard regression,0.35114885114885114,0.0017404777062129135,
40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,svr,0.3279258703796485,4.2029427252628896e-11,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,decision tree,0.12622685712285298,0.013189252292803143,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,random forest,0.3523465674538264,1.0738328432128424e-12,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
41,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,linear regression,0.2316777411963204,0.04262298687093327,
41,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,ridge regression,0.16286345233713653,0.15700574517628765,
41,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,ard regression,0.21375992428624005,0.06194428588184784,
41,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,svr,0.2800324384458159,2.284104526874243e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
41,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,decision tree,-0.0028971123977943754,0.9548154570848612,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
41,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,random forest,0.3525498750478754,1.040127219017058e-12,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
42,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,linear regression,0.3043423967045904,0.007122321013806097,
42,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,ridge regression,0.3253851411746148,0.0038823835915576853,
42,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,ard regression,0.3189967926810032,0.004688693900453511,
42,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,svr,0.1982491873004112,8.99481573857859e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
42,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,decision tree,-0.07325352666601803,0.15140331341927318,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
42,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,random forest,0.3946480345530135,8.461187673754951e-16,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,linear regression,0.42276144907723856,0.00012800092952178864,
43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,ridge regression,0.4063568010936432,0.0002453991414996284,
43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,ard regression,0.4069088805930911,0.00024021190018618018,
43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,svr,0.3224848439382406,9.112326504838971e-11,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,decision tree,0.09543917182817832,0.06136793731017206,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,random forest,0.44223618160023226,7.254176888598946e-20,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
44,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,linear regression,0.3537515116462485,0.0015989207676379556,
44,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,ridge regression,0.3532783006467217,0.001623859128270117,
44,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,ard regression,0.3223092696776907,0.004253758345590171,
44,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,svr,0.23540552490963715,3.0155554215870764e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
44,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,decision tree,0.0906422655385238,0.0756662028331074,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
44,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,random forest,0.3688127618996663,7.525590187947593e-14,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
45,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,linear regression,0.3307481991692518,0.0033033700140416788,
45,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,ridge regression,0.4086439875913561,0.00022455811594696118,
45,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,ard regression,0.4070666175929334,0.00023874845149146913,
45,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,svr,0.3026016452994912,1.3541168017910227e-09,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
45,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,decision tree,0.08633728731895488,0.09070097506498988,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
45,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,random forest,0.2774630063657183,3.1020939487527045e-08,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
46,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,linear regression,0.27960381463755635,0.013788912028345802,
46,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,ridge regression,0.3401072611598927,0.002474984097658601,
46,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,ard regression,0.34507597665492395,0.0021156332495124827,
46,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,svr,0.3377622840641786,9.97285941964398e-12,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
46,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,decision tree,0.09590121691948908,0.060117047731377674,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
46,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,random forest,0.2883888732134492,8.258499452682366e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
47,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,linear regression,0.4753667385246332,1.2493998870055552e-05,
47,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,ridge regression,0.4962406015037594,4.439610086530077e-06,
47,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,ard regression,0.3760712971239287,0.0007498314477525093,
47,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,svr,0.24204777107756564,1.5434963109478488e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
47,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,decision tree,0.13162655219838418,0.00972209097856782,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
47,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,random forest,0.4584189540199271,2.1118616962140263e-21,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
48,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,linear regression,0.3620327041379673,0.00121488703807454,
48,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,ridge regression,0.27490930122509066,0.015534101349042569,
48,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,ard regression,0.3880067301119933,0.0004889883256639524,
48,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,svr,0.2613016586264837,1.9814097636503183e-07,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
48,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,decision tree,0.07397524355726436,0.14740321756757027,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
48,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,random forest,0.3054920528115119,9.26117453902554e-10,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
49,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,linear regression,0.4368612347956328,7.119011834227816e-05,
49,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,ridge regression,0.4575424575424575,2.869646580214422e-05,
49,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,ard regression,0.433697881066302,8.138848136310362e-05,
49,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,svr,0.2427201283811655,1.440757770236736e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
49,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,decision tree,0.10918249994691254,0.03221312484329086,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
49,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,random forest,0.2061740165842927,4.5787828524379076e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
50,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,linear regression,0.3515169041484831,0.0017197972715461752,
50,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,ridge regression,0.24748935275251066,0.03000155949536429,
50,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,ard regression,0.2470950102529049,0.030272954192588436,
50,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,svr,0.2879208534054559,8.75046629487122e-09,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
50,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,decision tree,0.11260633457107053,0.027150811036379008,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
50,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,random forest,0.3498198788213667,1.5930799330360791e-12,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
51,k__Bacteria;p__Firmicutes;c__Negativicutes,linear regression,0.12675732343787344,0.27197045101039913,
51,k__Bacteria;p__Firmicutes;c__Negativicutes,ridge regression,0.1490614648509385,0.19571489298775646,
51,k__Bacteria;p__Firmicutes;c__Negativicutes,ard regression,0.1826068668173932,0.11193478545343018,
51,k__Bacteria;p__Firmicutes;c__Negativicutes,svr,0.1916077639273566,0.00015526417497281232,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
51,k__Bacteria;p__Firmicutes;c__Negativicutes,decision tree,0.028931998584645426,0.5714213828747225,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
51,k__Bacteria;p__Firmicutes;c__Negativicutes,random forest,0.26525593851666823,1.2729356026258105e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,linear regression,0.17006677532993322,0.13921618684711215,
52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,ridge regression,0.23079552026920444,0.043440514337216525,
52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,ard regression,0.3368473631631526,0.002739554971449546,
52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,svr,0.18127206534442453,0.00035034861382402487,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,decision tree,0.08794414621156899,0.08483100032770137,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,random forest,0.3703111910796049,5.863565659195712e-14,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
53,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,linear regression,0.31528997318471,0.005221781527711665,
53,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,ridge regression,0.31965403018034594,0.004599386308368732,
53,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,ard regression,0.3530154056469846,0.0016378648100964953,
53,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,svr,0.14260480211407733,0.0050574624056098074,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
53,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,decision tree,0.0915159838062743,0.07287705362434185,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
53,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,random forest,0.384863431320454,4.852540798596477e-15,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
54,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,linear regression,-0.08653359537400405,0.4542703961085008,
54,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,ridge regression,-0.03967085546032914,0.7319359579089699,
54,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,ard regression,-0.0876754824123245,0.4483149203559127,
54,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,svr,0.03583470145125612,0.4832615074564004,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
