BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,RANDOM_RHO,P_VALUE,RANDOM_P_VALUE,RMSE,RANDOM_RMSE,PARAMS,BETA
15,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,ard regression,0.5824967824967825,0.03343629343629343,0.00019351089596659932,0.4199360118847675,0.8496848288015264,1.2651823379421017,,0.0;0.0;0.0;0.00042273039309402804;-0.0016654856473222511;0.0;-0.00022131547999310164;-0.0002478997905886971;0.0;-0.16188669188912636;-0.16810840238695057;-0.02702000217850428;0.0003803426204966464;-0.003540153911167841;-0.3840110789834805;-1.108799745682162;-0.04286280660620779;0.0;-0.001853612872080629;0.0;-0.004360759765889752;0.0;0.0;0.0;0.0;-0.41910304038183893;0.002405549967693319;-0.0048543115670667625;0.00042273039309402804;0.0;-0.18694791516151438;-0.0002709991389433987;-0.002501399977063299;0.0;-0.03689163565781668;0.002357509472172053;0.00020835862486189493;-0.0002557775111886912;0.05749907579286755;0.0;0.004842049819375268;0.0;0.04059499106771115;0.0002706714409076214;0.0;-0.0011992587563731587;0.0003639282052227752;0.0;0.0006878030167777608;-0.0002730453196216631;0.0;0.0011883475085830598;0.11941860255903612;-0.0013795667625442366;0.0728242809551104;0.0;0.0;-0.01767416812516613;-0.0028744116838097683;0.0;0.2164369917097471;0.005570552182906677;-0.0020352530373610248;-0.0008351693184502925;0.0004227303930940192;0.9270862478358146;0.0;0.0;0.001945448525970592;-0.4729830162516475;-0.0017491323153658405;0.0;0.0;0.08103345295081245;-0.00021744615231360099;0.0;0.0021561803103159593;0.0;0.0004227303930940267;-0.0016147773141369727;0.0006676060754827036;-0.0003037134796277964;0.0;0.0;-0.0024513413201771674;-0.03277714526137936;1.120033683869315;0.07606899217443006;-0.0006043298700859445;0.0;-0.003000296800930549;0.0;0.0;-0.00027624056733694855
15,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,random forest,0.4226298543302809,-0.022006968639666485,3.4222045613087714e-09,0.5206688330617838,0.2967942262907309,0.6740714123397689,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
16,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,ard regression,0.4370656370656371,0.00689832689832689,0.007689963129674605,0.4850967120103891,0.5424202863738079,0.8758884084750589,,0.026012170567981517;0.0;0.0;0.0022339030647937977;0.00020138764155574424;-0.0007286924029840173;0.0006353062354825659;-0.0017330013038170011;0.0;0.0015507101953217872;-0.001550565645325461;-0.0003747765526771398;-0.10516228402505327;0.00010413908918864723;5.688912294159117e-05;0.11475960708661416;-0.3134863238607802;-0.00656127351159224;0.0006379094458858711;-0.0873701847867351;0.002652729115202641;0.0;-0.0007498620672385217;0.0;0.0018679215460486863;0.00028640353448435414;0.0007711892733572989;8.834380455102761e-05;0.002060852518130507;0.0;-0.16335533230061644;-0.40221611575834115;0.0;0.018745815469346987;-0.3539708707652792;-0.00043378168920842866;0.042253625385511764;-0.0003726236616275106;0.017997674886050547;0.0;-0.0002106410106647928;0.0;-0.19217686699470393;0.0004543928845266523;0.0;0.0;0.001245767854494178;-0.00013607820315934417;-0.0001090304707385566;-0.001222802809020973;-0.02785318262059506;-0.001379455368658933;-0.24108666419144523;0.0017662239940328787;0.0;0.00337790918769844;-0.004391229753516183;-0.1535723892342616;0.00012210709508223084;0.0;-0.12484343029468711;0.0008399590528873755;0.00016778413912316555;-8.266661982580148e-05;0.0020876963072307356;0.24157635647998854;-0.001554118468306725;0.0;0.002778555165999244;0.0022016445196874155;0.0009021630596503675;0.005068036923221765;0.0;0.0019469242333943436;0.0010143265950192815;-0.0010877113416040713;0.0;-0.0022728871314236284;0.0021176425488570673;9.64277315957542e-05;-1.5304568001988235e-05;-0.012001957992960692;0.0;0.0;0.000749831145566009;0.14356509974868617;0.26271878410163774;0.35072479184503974;0.0008364406176523627;-0.27983031308460676;0.00011796392780273145;0.0;0.0;-0.00040450315729090975
16,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,random forest,0.2139679742242295,-0.022077710307188414,0.003924583333706058,0.5946521128942204,0.5681130964053397,0.6488313001056489,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
17,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae,ard regression,0.4154440154440155,0.06715572715572715,0.011744138229529069,0.5561842945030239,0.3073612935734825,0.6072060148799138,,0.0;0.0;0.0;-0.00014668489410878452;-0.15999885995105587;0.0;-1.179950170863078e-05;-0.08499914155359832;0.001318347656330152;-0.00071007836225768;0.30678380443163805;0.00042546382857864466;-0.00042588747946161707;-0.15999885995105118;-0.15999885995105795;0.0010550982323371135;0.056848518117791215;-0.7780075701492061;-0.00018976294578483454;-0.05356339670178766;0.0;0.0;-0.15588929482980768;-0.21821726293876875;0.0;-0.0018974154976597682;-3.248183296198806e-05;-0.15999885995105909;-0.0001328371623348218;-0.20460386558849938;7.237516557182076e-06;-0.00020157465142024134;0.005799429500758913;-0.0006382614607244398;-0.0004838599277095287;0.2971503094776769;0.14315758099360762;0.0;0.003517072709874701;0.0;-0.0007801743628624298;0.0;0.0;-0.04096936736498809;-0.11160107471435585;-0.00014915066215109285;-0.0002568954177680824;0.0019669148789934372;0.14108863434898478;0.0029606599129898725;0.10640152687066134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.15999885995105623;0.0;-0.12674559944522146;-5.402152857915425e-05;-0.15999885995105284;0.0006952997091727594;-0.00013481067165029454;-1.4457397977963043e-05;-0.0012140185842142849;0.07967090196296896;2.369431804937485e-05;0.0004163979209595508;0.0003259917528960807;0.14235069373327822;0.0;0.12448621212941431;0.00016554617492329124;-0.00027112418084894934;0.0;0.0;-0.00013708163894525225;-0.001086993673307683;0.0;0.0;-0.13017034699618543;0.0;-0.0004977625549958306;0.0;0.0;0.07769791824599791;-2.8204587768008272e-05;0.0003590293992810072;-0.15999885995105675;0.0;0.01592092299343487;-0.15133424992508243
17,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae,random forest,0.3817671120690432,-0.024706021581642024,1.2371100190347585e-07,0.4289610466027921,0.3712088783968033,0.4966251172980665,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
18,Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales,ard regression,0.4133848133848135,0.01518661518661519,0.012210662133878643,0.40163495764093976,0.2823051854327879,0.3103021953638433,,-0.04577676435113241;0.028740625075140483;0.0;-0.0010325116798657532;0.0;0.0;0.0;0.0;0.0;0.0;0.05576470262499896;0.0;0.01764105964778011;0.0;0.0;-0.06990007550100961;0.0;0.0;0.0004090989060184596;0.0;-0.10056217399730677;0.0;0.0;-0.026197737509156896;0.0;0.0;0.002793206065090813;0.0;-0.801868361622926;0.0;0.0;0.0;0.0;0.0;0.0;-0.022666881132933997;0.002138635776151664;0.0;0.0;0.0;0.0;0.0;0.1255732981343416;-0.08164360919063117;0.0;0.0;0.019017032610698342;0.0;0.0;0.0068881115079375685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07357322049824759;0.0034962032176152746;0.0;4.104056275404378e-05;-0.005060692342463673;0.0008093496270300934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0022601502516977332;0.08088186683635852;0.0;-0.00245253755674042;0.0;0.0;0.0;0.0;0.0;0.0;0.033108924979330254;0.0;0.0;0.0010036489945569212;0.0;0.0;0.0;0.0;0.010992909164305125
18,Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales,random forest,0.1414173530166109,-0.007027551217016545,0.05827511629976341,0.5045331210080201,0.1018494978828019,0.13242898821635207,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
19,Bacteria;Bacteroidetes,ard regression,0.32921492921492923,0.072998712998713,0.0499234107633622,0.3899025117934633,0.3322732969272834,0.4326942738561394,,0.0;0.0;0.09340954958564278;0.36881051242826046;1.2674686200228822;0.0;0.00017772174435374218;0.284231836824621;0.0;0.0010640217957673082;0.0006532665157300716;0.0;0.0;0.000901994213006522;0.0004598164343203212;0.01596988754683583;0.0;0.02229892765093974;0.0007273285517978504;-0.4682846182760672;0.16080986391762703;-0.026841143037278532;-0.0030675590342537917;0.26878012064220924;0.0;-0.35927961349096954;0.00036934817746325067;0.0007229495560778493;0.004728494281847622;-0.0013872820559110764;0.0;0.0018470198278009594;0.0;0.019345476725455772;0.0;0.12551712564653716;0.0;0.0;0.0;0.09014553484245402;0.0;0.0029935521445052463;0.0;0.0;0.0;-0.12425072144927418;0.0009268835604721899;0.0;0.0009189890422908758;-0.004106000062355871;0.0;0.0;0.0;0.0;0.0;0.029995135441592304;0.0;-0.03720784835331356;0.0011660736472529109;0.0;0.0;0.0004399466581257284;0.002373843544520802;0.19095672755024837;0.005433521119102383;0.6783650971129448;0.0;0.0;0.0012681298186759992;-9.992833042152536e-05;0.0;0.0;0.0;0.0;0.0;-0.5026713590744132;0.0;0.0;0.008857158438946253;0.0;0.0;-0.330133896102884;-0.09280635321498819;0.0;0.0;-0.004430643697680146;-0.00043787584289818967;0.001212992244250778;0.00034432893046204853;0.0;0.0010987296147876933;-0.07655573054724632;0.0;0.002151198643793952
19,Bacteria;Bacteroidetes,random forest,0.3321595546128012,0.0288340645439258,5.229811854238296e-06,0.5098900494043238,0.23969733039257665,0.3710912131081602,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
20,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,ard regression,0.427027027027027,-0.07601029601029599,0.009391737228068641,0.5377415220682067,0.25753208344738604,0.4895176835417889,,0.0;0.05009341887212438;0.0;0.0007835474028503866;-0.00033494146590555324;0.3781062303116714;-0.0027013849340290367;-0.0008475586887938094;0.0014162630040451998;0.05910821031246248;0.0011144265336521404;0.08643366244446939;0.0;0.0;-0.00018004790656894472;-0.0006421110940143177;0.0;0.0007038793421006268;0.0006895581341023375;-0.10510212686738006;-0.6214554375386129;-0.08559898880013814;0.0;0.0;0.0;0.0;0.0;0.0;0.0008287445792035988;0.039014350215327696;0.00238022191440624;0.0;0.3292541361182918;0.0;0.0;-0.01613849199441345;-0.33710353964247264;0.00013213257757814677;0.06258718536510442;0.0;-0.00678449656405305;-0.10736803893912096;0.0;-0.00033433082509990515;0.02743536667136264;0.0;-0.0008886171957816401;0.19848347150677395;0.000856284790824204;0.0;0.0;-0.0009459488020895452;-0.03232053081373254;-0.0039378431698140004;0.0023112193239906787;0.0;0.0;0.0;-0.00026269922321471025;0.0;0.0;-0.00037675570546438406;-0.0003017142277853288;0.002609973150934871;0.0008212972263879118;0.0006143420675638852;0.06748851901279344;0.0;0.0006356665444233086;-0.011097482910738097;-0.000300363272594957;-0.002315788618026833;0.022841472952151626;0.0;-0.0019169366602296792;-0.002100295293642646;-0.1128387601786145;0.0;0.0008131875120149435;-0.05692901194409041;0.0;-0.00019369894814009575;0.0;0.0;0.0;0.0;-0.0006076315058565746;0.0;0.0005818715794380699;-0.020306966980892627;-0.0002647596315017089;-0.09495834282429291;0.04023565292194707;-0.0002558611992569318
20,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,random forest,0.4302347658645101,0.0030993052494963967,1.6617292232328386e-09,0.629977808550199,0.21702955328695173,0.4048537713393859,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
21,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae,ard regression,0.4833976833976834,-0.0494980694980695,0.002820868980518589,0.4459347380904869,0.7553727007201712,1.1799933666187181,,0.0;0.0;0.0;0.0;0.0;0.00032841082150751204;-0.0075639559318609675;-0.0008837794242074235;0.0004593416548210271;0.0;0.3715906349640712;-0.0030284446163151226;0.21929919911331444;-0.0004253160217745958;-0.0003849159965646951;-0.05027945795828463;0.0;0.0;0.0004855547506125506;-0.12409102420767075;-0.07302496675292802;-0.32118560889678033;0.03127326644746398;-0.000766742222260737;0.0;-2.0830544057950952e-05;0.00025608240712924815;-0.0004115672688834644;0.0;0.01261042638421185;0.0;-0.0006430661541925364;0.0006576915846885435;-0.0042549796257762874;0.0;-0.0010404621149730502;-0.0010864439707991965;-0.0007138905034446211;0.041348303858924254;-0.0010131233094983869;0.00027677143032115337;0.0;-0.011724114185824837;0.0;0.018980837769432584;0.0009244631101487107;0.0002665818436247773;0.003025240111541491;0.0;0.0;-0.0011229293851949236;0.0015736671303244586;0.14476447900593578;0.0033754945614834146;0.0;0.0;0.0;0.0;-0.0004410239881313499;0.0;0.12543773251219312;0.00021034531656404382;-0.0004765199219759287;0.0009937771639981494;0.0;0.003691242104380257;0.0;-0.0014599287016628802;0.1742406696643321;-0.0010019516884338727;0.00021905558120914275;0.0;0.0;-0.11092861560246219;-0.0009636730287500477;0.00464838146150828;0.00016816851263988503;0.0;0.0;0.0011271522986374708;-0.00038582597722928774;0.0003852043357076108;-1.991355843491389e-05;-0.0014592451324091347;-0.00014915621770527257;0.0;0.6285254144231097;0.0;0.39365425489894973;0.0791552243699343;-0.00043745209469095615;-0.0017797646374757528;0.0742194432859413;0.0007995039093647327
21,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae,random forest,0.38893110187629415,-0.018223422368808383,6.827000726871934e-08,0.4019326517568812,0.7474246428772044,1.171293176792874,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
22,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,ard regression,-0.1305019305019305,-0.005868725868725869,0.44807341502475617,0.5242271224031011,0.6974138312477673,0.5850520403371968,,0.0;-0.031766787815294496;0.00198809620938067;0.0006526554000946355;-0.19804064645411695;0.2640991709141017;0.08368128591041517;0.0009794306362700773;0.0;-0.003604982224379029;-0.00015467707999815286;-0.14218676083734877;0.0;-0.19804064645411645;-0.19804064645409916;0.002123862054648342;0.0;0.0;0.0005832067937745743;-0.0032616250811306913;-0.017637200670948074;0.08445725355528362;-0.25646489267202177;0.0;0.0;0.0005376439728876745;-0.00037809423076197213;-0.19804064645411923;0.000676837160584494;0.0;0.0;0.3369312224898884;7.270210265772002e-05;0.0;0.0009383983314893318;-0.005160682122884144;0.03669942004091771;-0.1259787273428805;0.028666367155104233;0.0;-0.059331301989922286;-0.08362251676332794;-0.10077979624746855;0.0;0.0;0.0007301178469697661;-5.620957645016405e-05;0.0;-0.3723069900873248;0.19897857456693105;-0.13691201700876657;0.0010471480531716573;0.0;0.0658303515320083;0.0;0.1177233899921761;0.0;0.0;-0.198040646454134;-0.021391084325483676;0.0;-0.00040180664093758013;-0.1980406464541162;0.3893353566201764;0.0006728968686493384;0.00026465117621784205;0.0;-0.0028297653183105603;0.0;0.001751092143594012;0.24868461862638103;0.0;0.0;-0.2100785418611964;0.0;-0.0007120350402609829;-0.0019358388327565465;-0.0714299106274382;0.0006685863652791654;0.0;0.006830435257112879;-0.18216233807520865;-0.0010088516810079782;0.02715485599462279;-0.09785136073267141;0.0;-0.2987062677551712;-0.00012949694726480072;0.00017726135132175918;0.003236276542871305;-0.19804064645412975;0.0;0.03655104207189612;0.0009111949810501597
22,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,random forest,0.13460338441582426,-0.014503006660707175,0.07162094318720742,0.7035386607110755,0.2224083853092297,0.25915624027085504,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
23,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,ard regression,0.29420849420849426,0.01801801801801801,0.08155495714991877,0.5248539702928567,1.3193438122492591,1.6686533330726965,,0.02326332751628431;-0.21011575749586367;0.0008627975409131373;0.0023885361545343798;-0.0006820459930223868;-0.0008224897131279014;0.0003694974506618704;0.0004473288907259354;0.0;0.00034690713816043175;-0.0017906677906362725;-0.00010518815240759774;-0.16977239317708268;0.0;-0.0007752876388703987;0.0006736657057447915;-0.004054003066741075;-0.002353340911029954;0.0003482344223941176;0.34324999255074795;0.24733639321266768;-0.24778733883417906;0.0;-0.4739299885638115;-0.0029935094130880877;0.0010070266067568538;0.9278991952962833;-0.0007543306439608523;0.0023127359819488345;0.0;-0.000965112046104797;0.0013241734822476469;-0.35683687283931803;0.14030409803460295;-0.0005687969007114024;-0.0010873348862850134;-0.0012594788759205426;-0.00023283174890434882;0.0;0.21887964148628442;0.0;0.0;-0.0054923154716475025;0.12138617415378986;-0.0027884373344831594;0.0;1.0671986511964247;-0.33848426736546966;0.0003739365454190229;0.000205912406052491;0.0002561563247550691;-0.0008393341578989456;0.060811213348417395;0.0032295722844806;-0.06234835401806436;0.0024243917604198583;0.0;0.003900845065553166;0.0;-0.0014723077128349247;-0.001409974978697327;0.9278991952962407;-0.0007030811427263348;0.00024627028586643294;0.002324672704990598;0.002518487472093853;0.0019639218470525154;0.22849997706574002;0.0023527143258310836;0.0;0.0006889933699372782;0.0;-0.050654506109531254;0.10244438566414493;0.0025083057337676466;-0.0013092781950917968;0.00030723692223066077;0.0;0.002337910379749289;0.0011826998953436527;-0.17848670500205047;0.4045575796578244;0.145015369447759;-0.0019484183176129482;-0.0014024676598776542;0.0;0.00202343249278661;0.00033150129247451726;0.000395174816776646;0.0;0.0;0.0011824761931958961;0.0;0.003375123963768701
23,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,random forest,0.4682738523010715,0.02258770465424409,3.384356831581777e-11,0.5428374491547892,0.7412077975812909,1.0735122742617995,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
24,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae,ard regression,0.4754182754182754,0.0694980694980695,0.003386073067108284,0.5337745392654833,0.5627788731606627,0.8202591987125842,,0.0;0.0;0.0007194615157596534;0.0005383416230869248;-0.00023851692090779016;0.10791834687710862;0.0;0.0;0.12468909322589745;0.18569285117331846;-0.0006682470433745965;-0.00020098481673715818;0.001287217536700203;-0.0001850952895468577;0.0;-0.0008419311319249806;0.0561943714529934;-0.03008686867128384;0.0007432594530413038;-0.003484070166735208;0.00047364011756330035;0.001911212832827218;-0.0015766701574376266;0.0;-0.4742639904418642;-0.000980844310551257;-0.006632127371934601;-0.00017718901747440873;0.0005674899249813026;0.21312357762450335;-0.00039931967052162437;0.13145392749568516;0.0005537069485901103;-0.0009720321490103787;0.07386260713707939;-0.0006334594340099405;-0.001233772333693057;0.0010371146789193684;0.01900703733760319;0.0;0.0020501848983491646;0.0;-0.1181878136326125;0.180832109223345;0.0;0.41119470220426896;-9.13206133409902e-05;-0.0019442804233498693;0.0;0.0745612944555393;0.0;-8.398468769155202e-05;-0.1256288260413234;0.00021917890189638675;0.0;0.0;-0.0020870060478680704;0.0;-0.0001947564063138309;0.0;0.0;-0.6109172603549947;-0.00022102086858049967;0.7412796620648424;0.0005627376407597283;0.0001584856066233379;0.0;-0.0020263523541746583;0.00014640911451320495;-0.0005967582465710412;0.00020719550191319408;0.0;0.15586062368266762;0.0014797554839971866;0.0;0.1443248405444186;0.0;0.0;0.0005575396210582584;-0.10069435792595474;0.0035999825735647476;-0.0024907710431255185;0.0;0.0;0.0;0.0;-0.5043165537255145;-0.0005881414776746102;0.00014825877963801657;-0.0004272061017220029;-0.0001923318384366625;-0.0033802032576131635;0.08450579126590707;0.0027664693851039103
24,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae,random forest,0.39463912593465017,0.0239601371072102,4.208002232113294e-08,0.5600009817030077,0.6336459681647854,0.7709720445977195,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
25,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae,ard regression,0.3873873873873875,-0.02978120978120978,0.019581658075831617,0.4618142317460333,0.07077781371519826,0.3762546238330707,,0.0;0.0;0.0;0.00023603896895818243;0.0011144265786867896;0.0;0.0;0.0;-0.05526107740310345;0.0;0.0004196025147501238;-0.004433412813698309;0.0;0.001114426578686794;0.0011144265786867753;0.0;0.0;0.0;0.0;0.0;-0.10881497885973153;0.0;0.050602573036620885;0.0;0.028295768008363958;-1.0820783155824072;0.0008614410282793848;0.0011144265786867784;0.0;0.0;0.06823845735531234;-0.0005351519664338203;0.0004252642000899986;0.0;0.0;0.0;0.0;0.0020029234903498664;-0.01485898704464787;0.0;0.015461924197424487;0.0;0.1814549766199071;-0.08843186855249038;0.0;0.05925250696030434;0.0;0.0;0.0;-0.001629324220893459;0.0;0.0;0.0;0.21009448963273009;0.0;0.0;0.00560268363873637;0.0;0.0011144265786867814;0.0;0.05765356632904585;0.0009173527048993553;0.001114426578686807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024006584046793816;0.0;0.0;0.0003401472135119123;-0.0020782138120003977;0.09716386262366264;0.0;0.0;0.007196414938334985;0.0;0.0;0.0;0.0;0.0;0.06119210101576447;0.0;0.0;0.0;0.02964519450589686;0.0011144265786867855;0.0;0.0;0.0013694532236812437
25,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae,random forest,0.17396390739014395,0.03250985051925113,0.01951481808227888,0.458505155976858,0.20050146933786456,0.3347405900314324,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
26,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae,ard regression,0.5266409266409267,-0.012355212355212359,0.0009681830465009972,0.5141144662736987,0.009696413956368052,0.022625754770962504,,0.0;0.0;0.0;0.041978275735627076;0.0;0.003920983246055845;0.0;0.0;0.0;0.0;0.0022755739796969507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0076242250400134475;0.0;0.0;0.0;-0.9305348099817771;0.0;0.008226963942194248;0.0;0.0;-0.051675274004455575;0.0;0.016153875880819683;0.0;0.014456032926124308;0.0;0.0;0.0;0.0;0.04441818984752889;-0.02509104379872713;0.0;0.0;0.0;0.0032660505955882466;0.0;0.0;0.0;0.0;-0.034843696916039425;0.0;0.0;-0.005739177025034989;0.0;0.020683061928082808;0.026382421385938434;0.0;0.0;0.0;0.0;-0.0005220560918330852;0.0;0.0;0.010071064679511653;0.0;0.0;-0.04230505859466113;0.0;0.0;0.0;0.0;0.0;0.0;-0.012693463785143494;0.0;-0.018284996551779602;-0.00905304954050482;0.01309149099176469;0.0;0.0;0.015950257202411874;0.0;0.0;0.0;0.022849298019194397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae,random forest,0.28532375127272946,0.0148426708924194,0.00010344459616725279,0.6634399632581786,0.032459997306756375,0.03417505411129483,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
27,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae,ard regression,0.1631917631917632,-0.052046332046332036,0.3416091865896144,0.4262516241501608,0.03011456558583519,0.05650417477218666,,-0.007529407427984581;0.0;0.0;0.0;-5.181197331745109e-07;0.0;0.0;0.0;0.0;0.0;0.3009667757801575;0.0;0.0;-0.00115533755313026;-0.9428742806681142;0.0;0.0;0.0;-0.0004949934375898081;0.0;-0.06275868571055199;0.0;0.0;0.0;0.0;0.0;0.0;-0.0016673272604511744;0.0;0.0;0.0;0.0;0.002407184712702898;0.0;0.0;-0.002166181847745821;0.030676161523117664;0.0;0.0;-0.007248041181866549;0.0;0.0;0.09832598166933328;-0.08444360066720004;0.0;0.0;0.0011177583191036952;0.010002140984055077;0.0;0.0015870849344773285;0.0;0.0;0.0;0.0004165921648966311;0.0;0.0;0.0;0.0;-0.0007863632512874471;0.0;0.139260872108573;0.0020303549402384186;-0.0002975469811789052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10387024089585119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04000922617445291;0.0;0.0;0.0;0.0;-0.0008583834464079936;0.0;0.0;0.0
27,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae,random forest,0.2234892370639189,-0.02437088834363156,0.002563253419399763,0.4687573789902516,0.10921214652562244,0.10930489746653886,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
28,Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae,ard regression,0.06074646074646076,0.12792792792792793,0.7248825350101336,0.4434159225786153,0.2813751931886317,0.2650314387635794,,0.0;0.015436010151382431;-0.01924916229375143;-0.0006483519524786334;0.002906210788554636;0.018125018512947507;0.0;0.003997205191933314;0.0;0.0;0.08055295398677784;0.0;0.010976657792664558;0.0023944029392797698;0.002168809558425815;-0.05591779654126995;0.0;-0.016672740020991967;0.001103065620940365;0.0;0.0;0.0;-0.010500209355930205;0.0;0.0;0.0;0.0;0.0023149808258178467;-0.9459442668275334;0.0;0.0;-0.018180412834679173;0.011813078621229477;0.0;0.0;-0.06268465556464746;0.06479202992391998;0.0;0.0;-0.021566658956974613;0.0;0.0;0.0;-0.03805889674726476;0.0;0.0;0.0016653446818211922;0.04469470978310482;0.0;0.0;0.0;0.04844133174011396;0.008712624899017201;0.0;0.0;0.0;0.0;0.0;0.0024887647549894218;0.0;0.0;0.0;0.0027191783467796324;0.0;-0.003455851395794489;0.0;0.0;-0.023471531614927623;0.0;0.0;0.12385827500525422;0.0;0.0;0.0;0.0;0.013007213578875737;0.0;0.0;-0.0019440711682136786;0.0;0.0;0.0;0.08376296900028665;0.0;0.0051609330779164905;0.0;-0.07528750504594306;-0.03575073416902474;0.0;0.0;0.002466940856386162;0.0;0.0;0.0
28,Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae,random forest,0.113181223406167,0.03042262392647168,0.13033766143449854,0.5493480439342953,0.1190353987693876,0.11763958751563595,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
